time,AB.h5e-07,AB.h2.38095e-08,AB.h1.21951e-08,AB.h8.19672e-09,AB.h6.17284e-09,AB.h4.9505e-09
6.57,25.2,17.8,22.0,30.0,25.2,2.4
6.58,25.2,17.8,22.0,30.0,25.2,2.4
6.59,25.2,17.8,22.0,30.0,25.2,2.4
6.6000000000000005,24.8,17.0,22.0,30.0,25.2,2.4
6.61,24.8,17.0,22.0,30.0,25.2,2.4
6.62,24.8,17.0,22.0,30.0,25.2,2.4
6.63,24.8,17.0,22.0,30.0,25.2,2.4
6.640000000000001,24.8,17.0,22.0,30.0,25.2,2.4
6.65,24.8,17.0,22.0,30.0,25.2,2.4
6.66,24.8,17.0,22.0,30.0,25.2,2.4
6.67,24.8,17.0,22.0,30.0,25.2,2.4
6.68,24.8,17.0,22.0,30.0,25.2,2.4
6.69,24.8,17.0,22.0,30.0,25.2,2.4
6.7,23.6,16.2,21.6,29.6,25.2,2.4
6.71,23.6,16.2,21.6,29.6,25.2,2.4
6.72,23.6,16.2,21.6,29.6,25.2,2.4
6.73,23.6,16.2,21.6,29.6,25.2,2.4
6.74,23.6,16.2,21.6,29.6,25.2,2.4
6.75,23.6,16.2,21.6,29.6,25.2,2.4
6.76,23.6,16.2,21.6,29.6,25.2,2.4
6.7700000000000005,23.6,16.2,21.6,29.6,25.2,2.4
6.78,23.6,16.2,21.6,29.6,25.2,2.4
6.79,23.6,16.2,21.6,29.6,25.2,2.4
6.8,23.2,16.2,21.6,29.6,25.2,2.4
6.8100000000000005,23.2,16.2,21.6,29.6,25.2,2.4
6.82,23.2,16.2,21.6,29.6,25.2,2.4
6.83,23.2,16.2,21.6,29.6,25.2,2.4
6.84,23.2,16.2,21.6,29.6,25.2,2.4
6.8500000000000005,23.2,16.2,21.6,29.6,25.2,2.4
6.86,23.2,16.2,21.6,29.6,25.2,2.4
6.87,23.2,16.2,21.6,29.6,25.2,2.4
6.88,23.2,16.2,21.6,29.6,25.2,2.4
6.890000000000001,23.2,16.2,21.6,29.6,25.2,2.4
6.9,23.2,16.2,21.6,29.6,25.2,2.4
6.91,23.2,16.2,21.6,29.6,25.2,2.4
6.92,23.2,16.2,21.6,29.6,25.2,2.4
6.93,23.2,16.2,21.6,29.6,25.2,2.4
6.94,23.2,16.2,21.6,29.6,25.2,2.4
6.95,23.2,16.2,21.6,29.6,25.2,2.4
6.96,23.2,16.2,21.6,29.6,25.2,2.4
6.97,23.2,16.2,21.6,29.6,25.2,2.4
6.98,23.2,16.2,21.6,29.6,25.2,2.4
6.99,23.2,16.2,21.6,29.6,25.2,2.4
7.0,23.2,15.8,21.6,29.6,25.2,2.4
7.01,23.2,15.8,21.6,29.6,25.2,2.4
7.0200000000000005,23.2,15.8,21.6,29.6,25.2,2.4
7.03,23.2,15.8,21.6,29.6,25.2,2.4
7.04,23.2,15.8,21.6,29.6,25.2,2.4
7.05,23.2,15.8,21.6,29.6,25.2,2.4
7.0600000000000005,23.2,15.8,21.6,29.6,25.2,2.4
7.07,23.2,15.8,21.6,29.6,25.2,2.4
7.08,23.2,15.8,21.6,29.6,25.2,2.4
7.09,23.2,15.8,21.6,29.6,25.2,2.4
7.1000000000000005,22.0,15.4,21.6,29.2,25.2,2.4
7.11,22.0,15.4,21.6,29.2,25.2,2.4
7.12,22.0,15.4,21.6,29.2,25.2,2.4
7.13,22.0,15.4,21.6,29.2,25.2,2.4
7.140000000000001,22.0,15.4,21.6,29.2,25.2,2.4
7.15,22.0,15.4,21.6,29.2,25.2,2.4
7.16,22.0,15.4,21.6,29.2,25.2,2.4
7.17,22.0,15.4,21.6,29.2,25.2,2.4
7.18,22.0,15.4,21.6,29.2,25.2,2.4
7.19,22.0,15.4,21.6,29.2,25.2,2.4
7.2,21.6,14.2,21.6,29.2,25.2,2.4
7.21,21.6,14.2,21.6,29.2,25.2,2.4
7.22,21.6,14.2,21.6,29.2,25.2,2.4
7.23,21.6,14.2,21.6,29.2,25.2,2.4
7.24,21.6,14.2,21.6,29.2,25.2,2.4
7.25,21.6,14.2,21.6,29.2,25.2,2.4
7.26,21.6,14.2,21.6,29.2,25.2,2.4
7.2700000000000005,21.6,14.2,21.6,29.2,25.2,2.4
7.28,21.6,14.2,21.6,29.2,25.2,2.4
7.29,21.6,14.2,21.6,29.2,25.2,2.4
7.3,21.2,13.4,21.6,29.2,25.2,2.4
7.3100000000000005,21.2,13.4,21.6,29.2,25.2,2.4
7.32,21.2,13.4,21.6,29.2,25.2,2.4
7.33,21.2,13.4,21.6,29.2,25.2,2.4
7.34,21.2,13.4,21.6,29.2,25.2,2.4
7.3500000000000005,21.2,13.4,21.6,29.2,25.2,2.4
7.36,21.2,13.4,21.6,29.2,25.2,2.4
7.37,21.2,13.4,21.6,29.2,25.2,2.4
7.38,21.2,13.4,21.6,29.2,25.2,2.4
7.390000000000001,21.2,13.4,21.6,29.2,25.2,2.4
7.4,20.8,13.4,21.6,29.2,25.2,2.4
7.41,20.8,13.4,21.6,29.2,25.2,2.4
7.42,20.8,13.4,21.6,29.2,25.2,2.4
7.43,20.8,13.4,21.6,29.2,25.2,2.4
7.44,20.8,13.4,21.6,29.2,25.2,2.4
7.45,20.8,13.4,21.6,29.2,25.2,2.4
7.46,20.8,13.4,21.6,29.2,25.2,2.4
7.47,20.8,13.4,21.6,29.2,25.2,2.4
7.48,20.8,13.4,21.6,29.2,25.2,2.4
7.49,20.8,13.4,21.6,29.2,25.2,2.4
7.5,20.8,13.4,21.6,29.2,25.2,2.4
7.51,20.8,13.4,21.6,29.2,25.2,2.4
7.5200000000000005,20.8,13.4,21.6,29.2,25.2,2.4
7.53,20.8,13.4,21.6,29.2,25.2,2.4
7.54,20.8,13.4,21.6,29.2,25.2,2.4
7.55,20.8,13.4,21.6,29.2,25.2,2.4
7.5600000000000005,20.8,13.4,21.6,29.2,25.2,2.4
7.57,20.8,13.4,21.6,29.2,25.2,2.4
7.58,20.8,13.4,21.6,29.2,25.2,2.4
7.59,20.8,13.4,21.6,29.2,25.2,2.4
7.6000000000000005,20.8,13.0,21.2,29.2,25.2,2.4
7.61,20.8,13.0,21.2,29.2,25.2,2.4
7.62,20.8,13.0,21.2,29.2,25.2,2.4
7.63,20.8,13.0,21.2,29.2,25.2,2.4
7.640000000000001,20.8,13.0,21.2,29.2,25.2,2.4
7.65,20.8,13.0,21.2,29.2,25.2,2.4
7.66,20.8,13.0,21.2,29.2,25.2,2.4
7.67,20.8,13.0,21.2,29.2,25.2,2.4
7.68,20.8,13.0,21.2,29.2,25.2,2.4
7.69,20.8,13.0,21.2,29.2,25.2,2.4
7.7,20.4,12.6,21.2,29.2,25.2,2.4
7.71,20.4,12.6,21.2,29.2,25.2,2.4
7.72,20.4,12.6,21.2,29.2,25.2,2.4
7.73,20.4,12.6,21.2,29.2,25.2,2.4
7.74,20.4,12.6,21.2,29.2,25.2,2.4
7.75,20.4,12.6,21.2,29.2,25.2,2.4
7.76,20.4,12.6,21.2,29.2,25.2,2.4
7.7700000000000005,20.4,12.6,21.2,29.2,25.2,2.4
7.78,20.4,12.6,21.2,29.2,25.2,2.4
7.79,20.4,12.6,21.2,29.2,25.2,2.4
7.8,18.4,12.6,21.2,29.2,25.2,2.4
7.8100000000000005,18.4,12.6,21.2,29.2,25.2,2.4
7.82,18.4,12.6,21.2,29.2,25.2,2.4
7.83,18.4,12.6,21.2,29.2,25.2,2.4
7.84,18.4,12.6,21.2,29.2,25.2,2.4
7.8500000000000005,18.4,12.6,21.2,29.2,25.2,2.4
7.86,18.4,12.6,21.2,29.2,25.2,2.4
7.87,18.4,12.6,21.2,29.2,25.2,2.4
7.88,18.4,12.6,21.2,29.2,25.2,2.4
7.890000000000001,18.4,12.6,21.2,29.2,25.2,2.4
7.9,18.0,12.6,21.2,29.2,25.2,2.4
7.91,18.0,12.6,21.2,29.2,25.2,2.4
7.92,18.0,12.6,21.2,29.2,25.2,2.4
7.930000000000001,18.0,12.6,21.2,29.2,25.2,2.4
7.94,18.0,12.6,21.2,29.2,25.2,2.4
7.95,18.0,12.6,21.2,29.2,25.2,2.4
7.96,18.0,12.6,21.2,29.2,25.2,2.4
7.97,18.0,12.6,21.2,29.2,25.2,2.4
7.98,18.0,12.6,21.2,29.2,25.2,2.4
7.99,18.0,12.6,21.2,29.2,25.2,2.4
8.0,18.0,12.2,21.2,29.2,25.2,2.4
8.01,18.0,12.2,21.2,29.2,25.2,2.4
8.02,18.0,12.2,21.2,29.2,25.2,2.4
8.03,18.0,12.2,21.2,29.2,25.2,2.4
8.040000000000001,18.0,12.2,21.2,29.2,25.2,2.4
8.05,18.0,12.2,21.2,29.2,25.2,2.4
8.06,18.0,12.2,21.2,29.2,25.2,2.4
8.07,18.0,12.2,21.2,29.2,25.2,2.4
8.08,18.0,12.2,21.2,29.2,25.2,2.4
8.09,18.0,12.2,21.2,29.2,25.2,2.4
8.1,18.0,11.8,21.2,28.8,25.2,2.4
8.11,18.0,11.8,21.2,28.8,25.2,2.4
8.120000000000001,18.0,11.8,21.2,28.8,25.2,2.4
8.13,18.0,11.8,21.2,28.8,25.2,2.4
8.14,18.0,11.8,21.2,28.8,25.2,2.4
8.15,18.0,11.8,21.2,28.8,25.2,2.4
8.16,18.0,11.8,21.2,28.8,25.2,2.4
8.17,18.0,11.8,21.2,28.8,25.2,2.4
8.18,18.0,11.8,21.2,28.8,25.2,2.4
8.19,18.0,11.8,21.2,28.8,25.2,2.4
8.2,18.0,11.4,21.2,28.4,25.2,2.4
8.21,18.0,11.4,21.2,28.4,25.2,2.4
8.22,18.0,11.4,21.2,28.4,25.2,2.4
8.23,18.0,11.4,21.2,28.4,25.2,2.4
8.24,18.0,11.4,21.2,28.4,25.2,2.4
8.25,18.0,11.4,21.2,28.4,25.2,2.4
8.26,18.0,11.4,21.2,28.4,25.2,2.4
8.27,18.0,11.4,21.2,28.4,25.2,2.4
8.28,18.0,11.4,21.2,28.4,25.2,2.4
8.290000000000001,18.0,11.4,21.2,28.4,25.2,2.4
8.3,17.6,11.4,21.2,28.4,25.2,2.4
8.31,17.6,11.4,21.2,28.4,25.2,2.4
8.32,17.6,11.4,21.2,28.4,25.2,2.4
8.33,17.6,11.4,21.2,28.4,25.2,2.4
8.34,17.6,11.4,21.2,28.4,25.2,2.4
8.35,17.6,11.4,21.2,28.4,25.2,2.4
8.36,17.6,11.4,21.2,28.4,25.2,2.4
8.370000000000001,17.6,11.4,21.2,28.4,25.2,2.4
8.38,17.6,11.4,21.2,28.4,25.2,2.4
8.39,17.6,11.4,21.2,28.4,25.2,2.4
8.4,17.2,11.4,20.8,28.4,25.2,2.4
8.41,17.2,11.4,20.8,28.4,25.2,2.4
8.42,17.2,11.4,20.8,28.4,25.2,2.4
8.43,17.2,11.4,20.8,28.4,25.2,2.4
8.44,17.2,11.4,20.8,28.4,25.2,2.4
8.45,17.2,11.4,20.8,28.4,25.2,2.4
8.46,17.2,11.4,20.8,28.4,25.2,2.4
8.47,17.2,11.4,20.8,28.4,25.2,2.4
8.48,17.2,11.4,20.8,28.4,25.2,2.4
8.49,17.2,11.4,20.8,28.4,25.2,2.4
8.5,16.8,11.0,20.8,28.4,25.2,2.4
8.51,16.8,11.0,20.8,28.4,25.2,2.4
8.52,16.8,11.0,20.8,28.4,25.2,2.4
8.53,16.8,11.0,20.8,28.4,25.2,2.4
8.540000000000001,16.8,11.0,20.8,28.4,25.2,2.4
8.55,16.8,11.0,20.8,28.4,25.2,2.4
8.56,16.8,11.0,20.8,28.4,25.2,2.4
8.57,16.8,11.0,20.8,28.4,25.2,2.4
8.58,16.8,11.0,20.8,28.4,25.2,2.4
8.59,16.8,11.0,20.8,28.4,25.2,2.4
8.6,16.4,11.0,20.8,28.4,25.2,2.4
8.61,16.4,11.0,20.8,28.4,25.2,2.4
8.620000000000001,16.4,11.0,20.8,28.4,25.2,2.4
8.63,16.4,11.0,20.8,28.4,25.2,2.4
8.64,16.4,11.0,20.8,28.4,25.2,2.4
8.65,16.4,11.0,20.8,28.4,25.2,2.4
8.66,16.4,11.0,20.8,28.4,25.2,2.4
8.67,16.4,11.0,20.8,28.4,25.2,2.4
8.68,16.4,11.0,20.8,28.4,25.2,2.4
8.69,16.4,11.0,20.8,28.4,25.2,2.4
8.700000000000001,16.4,11.0,20.8,28.4,25.2,2.4
8.71,16.4,11.0,20.8,28.4,25.2,2.4
8.72,16.4,11.0,20.8,28.4,25.2,2.4
8.73,16.4,11.0,20.8,28.4,25.2,2.4
8.74,16.4,11.0,20.8,28.4,25.2,2.4
8.75,16.4,11.0,20.8,28.4,25.2,2.4
8.76,16.4,11.0,20.8,28.4,25.2,2.4
8.77,16.4,11.0,20.8,28.4,25.2,2.4
8.78,16.4,11.0,20.8,28.4,25.2,2.4
8.790000000000001,16.4,11.0,20.8,28.4,25.2,2.4
8.8,15.6,11.0,20.8,28.4,25.2,2.4
8.81,15.6,11.0,20.8,28.4,25.2,2.4
8.82,15.6,11.0,20.8,28.4,25.2,2.4
8.83,15.6,11.0,20.8,28.4,25.2,2.4
8.84,15.6,11.0,20.8,28.4,25.2,2.4
8.85,15.6,11.0,20.8,28.4,25.2,2.4
8.86,15.6,11.0,20.8,28.4,25.2,2.4
8.870000000000001,15.6,11.0,20.8,28.4,25.2,2.4
8.88,15.6,11.0,20.8,28.4,25.2,2.4
8.89,15.6,11.0,20.8,28.4,25.2,2.4
8.9,15.6,11.0,20.8,28.4,25.2,2.4
8.91,15.6,11.0,20.8,28.4,25.2,2.4
8.92,15.6,11.0,20.8,28.4,25.2,2.4
8.93,15.6,11.0,20.8,28.4,25.2,2.4
8.94,15.6,11.0,20.8,28.4,25.2,2.4
8.950000000000001,15.6,11.0,20.8,28.4,25.2,2.4
8.96,15.6,11.0,20.8,28.4,25.2,2.4
8.97,15.6,11.0,20.8,28.4,25.2,2.4
8.98,15.6,11.0,20.8,28.4,25.2,2.4
8.99,15.6,11.0,20.8,28.4,25.2,2.4
9.0,14.8,11.0,20.8,28.4,25.2,2.4
9.01,14.8,11.0,20.8,28.4,25.2,2.4
9.02,14.8,11.0,20.8,28.4,25.2,2.4
9.03,14.8,11.0,20.8,28.4,25.2,2.4
9.040000000000001,14.8,11.0,20.8,28.4,25.2,2.4
9.05,14.8,11.0,20.8,28.4,25.2,2.4
9.06,14.8,11.0,20.8,28.4,25.2,2.4
9.07,14.8,11.0,20.8,28.4,25.2,2.4
9.08,14.8,11.0,20.8,28.4,25.2,2.4
9.09,14.8,11.0,20.8,28.4,25.2,2.4
9.1,14.4,10.6,20.8,28.4,25.2,2.4
9.11,14.4,10.6,20.8,28.4,25.2,2.4
9.120000000000001,14.4,10.6,20.8,28.4,25.2,2.4
9.13,14.4,10.6,20.8,28.4,25.2,2.4
9.14,14.4,10.6,20.8,28.4,25.2,2.4
9.15,14.4,10.6,20.8,28.4,25.2,2.4
9.16,14.4,10.6,20.8,28.4,25.2,2.4
9.17,14.4,10.6,20.8,28.4,25.2,2.4
9.18,14.4,10.6,20.8,28.4,25.2,2.4
9.19,14.4,10.6,20.8,28.4,25.2,2.4
9.200000000000001,14.4,10.2,20.8,28.4,25.2,2.4
9.21,14.4,10.2,20.8,28.4,25.2,2.4
9.22,14.4,10.2,20.8,28.4,25.2,2.4
9.23,14.4,10.2,20.8,28.4,25.2,2.4
9.24,14.4,10.2,20.8,28.4,25.2,2.4
9.25,14.4,10.2,20.8,28.4,25.2,2.4
9.26,14.4,10.2,20.8,28.4,25.2,2.4
9.27,14.4,10.2,20.8,28.4,25.2,2.4
9.28,14.4,10.2,20.8,28.4,25.2,2.4
9.290000000000001,14.4,10.2,20.8,28.4,25.2,2.4
9.3,14.0,10.2,20.8,28.4,25.2,2.4
9.31,14.0,10.2,20.8,28.4,25.2,2.4
9.32,14.0,10.2,20.8,28.4,25.2,2.4
9.33,14.0,10.2,20.8,28.4,25.2,2.4
9.34,14.0,10.2,20.8,28.4,25.2,2.4
9.35,14.0,10.2,20.8,28.4,25.2,2.4
9.36,14.0,10.2,20.8,28.4,25.2,2.4
9.370000000000001,14.0,10.2,20.8,28.4,25.2,2.4
9.38,14.0,10.2,20.8,28.4,25.2,2.4
9.39,14.0,10.2,20.8,28.4,25.2,2.4
9.4,14.0,10.2,20.8,28.4,25.2,2.4
9.41,14.0,10.2,20.8,28.4,25.2,2.4
9.42,14.0,10.2,20.8,28.4,25.2,2.4
9.43,14.0,10.2,20.8,28.4,25.2,2.4
9.44,14.0,10.2,20.8,28.4,25.2,2.4
9.450000000000001,14.0,10.2,20.8,28.4,25.2,2.4
9.46,14.0,10.2,20.8,28.4,25.2,2.4
9.47,14.0,10.2,20.8,28.4,25.2,2.4
9.48,14.0,10.2,20.8,28.4,25.2,2.4
9.49,14.0,10.2,20.8,28.4,25.2,2.4
9.5,13.6,10.2,20.8,28.4,25.2,2.4
9.51,13.6,10.2,20.8,28.4,25.2,2.4
9.52,13.6,10.2,20.8,28.4,25.2,2.4
9.53,13.6,10.2,20.8,28.4,25.2,2.4
9.540000000000001,13.6,10.2,20.8,28.4,25.2,2.4
9.55,13.6,10.2,20.8,28.4,25.2,2.4
9.56,13.6,10.2,20.8,28.4,25.2,2.4
9.57,13.6,10.2,20.8,28.4,25.2,2.4
9.58,13.6,10.2,20.8,28.4,25.2,2.4
9.59,13.6,10.2,20.8,28.4,25.2,2.4
9.6,13.6,10.2,20.8,28.4,25.2,2.4
9.61,13.6,10.2,20.8,28.4,25.2,2.4
9.620000000000001,13.6,10.2,20.8,28.4,25.2,2.4
9.63,13.6,10.2,20.8,28.4,25.2,2.4
9.64,13.6,10.2,20.8,28.4,25.2,2.4
9.65,13.6,10.2,20.8,28.4,25.2,2.4
9.66,13.6,10.2,20.8,28.4,25.2,2.4
9.67,13.6,10.2,20.8,28.4,25.2,2.4
9.68,13.6,10.2,20.8,28.4,25.2,2.4
9.69,13.6,10.2,20.8,28.4,25.2,2.4
9.700000000000001,13.6,9.8,20.8,28.4,25.2,2.4
9.71,13.6,9.8,20.8,28.4,25.2,2.4
9.72,13.6,9.8,20.8,28.4,25.2,2.4
9.73,13.6,9.8,20.8,28.4,25.2,2.4
9.74,13.6,9.8,20.8,28.4,25.2,2.4
9.75,13.6,9.8,20.8,28.4,25.2,2.4
9.76,13.6,9.8,20.8,28.4,25.2,2.4
9.77,13.6,9.8,20.8,28.4,25.2,2.4
9.78,13.6,9.8,20.8,28.4,25.2,2.4
9.790000000000001,13.6,9.8,20.8,28.4,25.2,2.4
9.8,13.6,9.4,20.8,28.4,25.2,2.4
9.81,13.6,9.4,20.8,28.4,25.2,2.4
9.82,13.6,9.4,20.8,28.4,25.2,2.4
9.83,13.6,9.4,20.8,28.4,25.2,2.4
9.84,13.6,9.4,20.8,28.4,25.2,2.4
9.85,13.6,9.4,20.8,28.4,25.2,2.4
9.86,13.6,9.4,20.8,28.4,25.2,2.4
9.870000000000001,13.6,9.4,20.8,28.4,25.2,2.4
9.88,13.6,9.4,20.8,28.4,25.2,2.4
9.89,13.6,9.4,20.8,28.4,25.2,2.4
9.9,13.2,9.0,20.8,28.4,25.2,2.4
9.91,13.2,9.0,20.8,28.4,25.2,2.4
9.92,13.2,9.0,20.8,28.4,25.2,2.4
9.93,13.2,9.0,20.8,28.4,25.2,2.4
9.94,13.2,9.0,20.8,28.4,25.2,2.4
9.950000000000001,13.2,9.0,20.8,28.4,25.2,2.4
9.96,13.2,9.0,20.8,28.4,25.2,2.4
9.97,13.2,9.0,20.8,28.4,25.2,2.4
9.98,13.2,9.0,20.8,28.4,25.2,2.4
9.99,13.2,9.0,20.8,28.4,25.2,2.4
10.0,13.2,9.0,20.8,28.4,25.2,2.4
